Ticker,Description,Sector,Upcoming Earnings Date,Yearly Performance,Market Capitalization,Recent Earnings Date,Shares Float,6-Month Performance,Average Volume (10 day),Price,Average Day Range (14),Exponential Moving Average (20),Simple Moving Average (50),"MACD Level (12, 26)","MACD Signal (12, 26)",Simple Moving Average (200),1-Month High,3-Month High,52 Week High,3-Month Low,6-Month High,6-Month Low,52 Week Low,1-Month Low,3-Month Performance,"Change 1W, %","Change 1M, %",Change %
TEX,Terex Corporation,Producer Manufacturing,2025-04-24,-33.66866785656336,2714432073.2054234,2025-02-06,64403551.199999996,-23.46002621231978,1222822.8,40.88,1.5414928571428064,40.66528317227934,43.92720000000003,-1.2102122566312872,-1.4663232577379401,51.12380000000001,43.81,50.25,68.0849,36.15,58.66,36.15,36.15,36.15,-9.457364341085263,4.579176259913019,0.44226044226044153,4.579176259913019
MCW,"Mister Car Wash, Inc.",Consumer Services,2025-04-30,9.138381201044377,2709090937.3679013,2025-02-19,97112178.66600001,21.511627906976738,1338386.7,8.36,0.2561428571428559,7.998266688050109,7.758500000000006,0.11831714575011709,0.09358100903277025,7.218875000000001,8.56,8.56,8.56,6.83,8.56,6.225,5.84,7.2,15.950069348127593,3.209876543209874,-1.5312131919905863,3.209876543209874
ASH,Ashland Inc.,Consumer Non-Durables,2025-05-06,-40.63050917764182,2701219065.6200175,2025-01-28,46633879.7756,-33.929601846508945,896945.9,57.25,1.6161142857142679,58.511029733231396,63.49940000000014,-2.1752093509532457,-2.382583644298237,80.21720000000009,65.63,73.31,102.5,54.86,88.89,54.86,54.86,54.86,-19.637843907916896,1.4171833480956546,-5.869779677737587,1.4171833480956546
ROOT,"Root, Inc.",Finance,2025-04-30,243.22966969287228,2700887873.601273,2025-02-26,8121008,349.3930197268589,794856.9,177.69,13.474464285714305,141.61799450420926,115.07959999999999,13.989896443139514,11.464498425967566,73.27477500000003,181.14,181.14,181.14,70.25,181.14,36.87,34.04,91.99,144.44903012794057,10.876076375889184,31.456684175482735,10.876076375889184
GT,The Goodyear Tire & Rubber Company,Consumer Durables,2025-05-02,-28.818660647103073,2697183290.0612693,2025-02-13,257738542.81500003,15.365853658536606,4622764,9.46,0.40012142857142585,9.228063618012165,9.17400000000001,0.0018714094144449689,0.00017282173447508435,9.438300000000002,10.02,10.75,13.86,8.085,11.09,7.97,7.27,8.28,8.237986270022889,3.5010940919037226,0.10582010582012237,3.5010940919037226
ACHC,"Acadia Healthcare Company, Inc.",Health Services,2025-04-24,-61.52618984312683,2688903432.4740334,2025-02-27,90469388.10000001,-62.35202289579811,1674720.4,28.94,1.3264142857144812,31.463734439102062,38.33680000000003,-2.856390715583135,-3.1180411533142527,54.018950000000004,42.85,47.08,82.405,27.61,76.6646,27.61,27.61,27.61,-23.154540626659575,0.8713837574067619,-3.4689793195463614,0.8713837574067619
SLVM,Sylvamo Corporation,Process Industries,2025-05-08,8.707773040341111,2687852621.648715,2025-02-12,33619688.833280005,-22.304266291608048,723615,66.29,1.972071428571411,67.43846905018027,72.89099999999996,-2.0780083031460634,-2.434959502613771,77.57549999999996,73.73,82.06,98.02,62.975,98.02,62.975,56.35,62.975,-19.05982905982906,1.4228886168910753,-6.76511954992966,1.4228886168910753
LMND,"Lemonade, Inc.",Finance,2025-05-13,125.74923547400607,2687789147.036148,2025-02-25,54357655.9465,115.09324009324007,1894889,36.91,2.82547142857144,34.988875817954145,34.255600000000015,0.07531198509293091,-0.04809374345000474,26.92629999999998,39.77,44.5297,53.85,26.85,53.85,15.27,14.03,26.85,-7.7250000000000085,6.737998843261997,1.5405777166437282,6.737998843261997
TWST,Twist Bioscience Corporation,Health Technology,2025-05-01,25.98822539949536,2680722288.6001396,2025-02-03,56365934.9697,-3.146551724137933,1021094.5,44.94,3.0000000000000213,41.85706020804226,45.26359999999999,-0.5901509589332221,-1.459927810992425,46.42104999999999,45.25,55.3325,60.9,34.35,55.3325,34.35,27.41,34.35,-6.7441377879228055,4.779668920494281,15.765069551777428,4.779668920494281
GEF,Greif Inc.,Process Industries,2025-06-04,-15.815785487047423,2680667532.594767,2025-02-26,25343208.786000002,-10.64479819906737,171874.4,55.57,1.395742857142885,56.63281616309683,59.15260000000008,-1.1125649855037238,-1.2559502241995508,62.00775000000002,61.285,63.03,73.16,53.425,73.16,53.425,53.425,53.425,-8.85681482696408,0.9812829365800456,-2.9514495284666395,0.9812829365800456
BKU,"BankUnited, Inc.",Finance,2025-04-17,29.1184971098266,2671603743.066897,2025-01-22,74010241.8479,-1.379690949227373,967890.8,35.74,1.0517857142857068,35.25911133011006,37.90359999999996,-0.9714026715191721,-1.311889245993989,36.49694999999993,38.41,42.19,44.45,30.98,44.45,30.98,24.34,30.98,-6.708431219002871,3.0565167243368,-4.896221394358692,3.0565167243368
FOLD,"Amicus Therapeutics, Inc.",Health Technology,2025-05-07,-25.85324232081912,2669914222.917268,2025-02-19,296866655.88,-22.341376228775694,2530145.4,8.69,0.25499999999998657,9.052066501661999,9.32150000000001,-0.1248954465224319,-0.13428714963501037,10.234700000000005,9.555,10,12.65,8.545,12.65,8.545,8.545,8.545,-11.416921508664638,-3.4980566352026794,-8.429926238145423,-3.4980566352026794
CVBF,CVB Financial Corporation,Finance,2025-04-23,10.26528258362169,2669494737.758289,2025-01-22,131086921.346,7.355418304323427,932618.6,19.12,0.4702305000000493,19.158688690125484,19.954199999999986,-0.397647332384075,-0.4375252538948343,19.388199999999994,20.64,22.26,24.575,18.34,24.575,17.2,15.71,18.34,-12.373968835930336,2.245989304812843,-5.205751115518099,2.245989304812843
SAM,"Boston Beer Company, Inc. (The)",Consumer Non-Durables,2025-04-24,-20.322005982992163,2665342944.9414372,2025-02-25,8345527.737,-14.249023296194467,240079.6,237.05,8.051071428571731,232.1129228405006,239.78060000000008,-4.067377191745123,-4.853381793607939,277.9980999999989,253.25,306.43,339.7699,215.1,329.545,215.1,215.1,215.1,-19.616819260766352,3.9875416739778924,-2.7566968864093195,3.9875416739778924
TOWN,Towne Bank,Finance,2025-04-24,27.371078254597908,2654388958.9904265,2025-01-22,74955474.7302,5.780173704702006,264787.1,35.32,0.7909714285714102,35.05335667912426,35.43060000000003,-0.2947738688448709,-0.3382851738077791,33.35845000000002,37.295,38.01,38.28,31.75,38.28,31.75,25.7,33.425,2.9737609329446157,2.46591238758341,-4.229934924078097,2.46591238758341
PENN,"PENN Entertainment, Inc.",Consumer Services,2025-05-01,-0.8004574042309721,2653637040.4029937,2025-02-27,150836484.347,-8.780231335436374,3788816.5,17.35,0.8720571428571517,18.162629876777192,19.852999999999987,-0.9341875891773199,-0.9182311198920508,19.37747500000002,22.13,23.08,23.08,16.08,23.08,16.08,13.5,16.08,-3.931339977851591,-0.11514104778353237,-19.339841933984193,-0.11514104778353237
GRBK,"Green Brick Partners, Inc.",Consumer Durables,2025-05-06,0.5404492484377643,2648977436.9836493,2025-02-26,40870662.237799995,-27.04656862745097,323601.8,59.53,1.7244499999999903,59.112951861574295,59.49960000000001,-0.32974314887044187,-0.24578864847849335,66.86899999999997,65.125,65.125,84.66,53.87,84.66,53.87,51.76,56.39,4.292221443587952,3.5484432075143486,-0.33484011384563156,3.5484432075143486
CAKE,The Cheesecake Factory Incorporated,Consumer Services,2025-05-07,44.469525959367964,2644123869.8316226,2025-02-19,47653010.177,28.000000000000007,1348476,51.2,1.8721428571428262,49.39674410865283,51.46020000000003,-0.9834892820688168,-1.250556229341694,44.38502500000002,55.42,57.321,57.321,44.4,57.321,38.4,33.05,44.4,7.112970711297083,5.133470225872689,-5.237830834721448,5.133470225872689
SPNT,SiriusPoint Ltd.,Finance,2025-04-30,30.20833333333333,2636286068.527919,2025-02-18,148796051.775,15.330021291696239,785981.6,16.25,0.4367142857142756,15.095842225642404,14.663199999999987,0.3315376554702638,0.17830593152976631,14.202749999999996,16.29,16.5,16.5,13.26,16.5,12.78,11.485,14.045,15.084985835694058,3.109137055837565,5.9322033898305095,3.109137055837565
NAMS,NewAmsterdam Pharma Company N.V.,Health Technology,2025-05-07,4.484109708315199,2635627533.808127,2025-02-26,58098444.174,54.34083601286173,1254356,24,1.224285714285724,22.802076153520186,21.875200000000003,0.7731026074615883,0.6187648588944673,20.069075,24.51,26.8,27.29,17.18,27.29,15.38,15.19,17.18,-6.286606794221005,0.5446166736489275,14.285714285714285,0.5446166736489275
PSMT,"PriceSmart, Inc.",Retail Trade,2025-04-09,3.481088894242352,2634202106.2102494,2025-01-08,25154308.401800003,-4.032618409294012,378298.9,85.91,2.371785714285693,86.29398924738072,88.98079999999999,-1.5479971946859052,-1.5767277467255834,88.24039999999997,93.06,95.0999,99.23,81.66,99.23,81.66,77.51,81.8,-9.109183241641981,2.6281208935611073,-3.893052914196223,2.6281208935611073
ENVA,"Enova International, Inc.",Finance,2025-04-29,61.50190114068441,2629403100.579493,2025-02-04,24356045.2912,25.69667077681875,262844.7,101.94,3.4308071428571765,97.02384782273782,103.78099999999999,-1.9760339187486125,-3.3186831360119933,88.78045,104.6799,117.56,117.56,86.117,117.56,79.55,57.46,86.117,6.187499999999997,4.628964384686432,-1.3547513063673366,4.628964384686432
SIG,Signet Jewelers Limited,Retail Trade,2025-06-05,-31.922222222222217,2628224888.253014,2025-03-19,41143163.4036,-38.490111434594915,2271537.6,61.27,2.4391071428569617,52.90741970990925,55.076599999999964,0.16005289871184658,-1.7142416944971839,80.64875000000005,61.46,82.61,112.06,45.55,106.28,45.55,45.55,45.55,-24.255161330201506,5.528763348260422,17.106269113149853,5.528763348260422
SFNC,Simmons First National Corporation,Finance,2025-04-29,9.143155694879832,2628110524.928887,2025-01-21,123544612.719,-3.0176415970287773,985404.8,20.89,0.5010000000000083,20.85756174735795,21.7868,-0.39374571952863846,-0.480056100361755,21.39320000000002,22.34,23.44,25.95,19.66,25.95,19.66,16.03,19.66,-6.782686300758587,2.4521824423737124,-4.915794264906683,2.4521824423737124
VIAV,Viavi Solutions Inc.,Technology Services,2025-05-06,19.371196754563897,2614557954.642857,2025-01-30,218515944.76299998,36.38470451911933,2170824.2999999905,11.77,0.3144928571428718,11.262659405913626,11.193600000000004,0.038760666425053714,-0.04664590597436693,9.372250000000001,12.055,12.907,12.907,9.63,12.907,8.79,6.6,10.5101,14.82926829268292,1.2908777969018963,5.277280858676207,1.2908777969018963
FINV,FinVolution Group,Finance,2025-05-28,101.22448979591833,2608844230,2025-03-17,145952481.984232,76.07142857142857,1546068,9.86,0.37910714285714064,9.07746590586631,8.180200000000003,0.5453761631246916,0.3997780425260582,6.375150000000002,11.08,11.08,11.08,6.45,11.08,5.715,4.63,7.8601,43.105950653120466,-1.7928286852589614,19.660194174757272,-1.7928286852589614
PI,"Impinj, Inc.",Electronic Technology,2025-04-23,-27.660925470275416,2600964629.438892,2025-02-05,27392866.047,-57.009433962264154,511423.9,91.14,5.011328571428876,95.00013209974985,110.30370000000006,-5.217328134656711,-6.352195319689788,159.186525,102.39,155.91,239.88,84.17,239.88,84.17,84.17,84.17,-38.28130290512629,0.9861495844875353,-5.710738671632522,0.9861495844875353
LFST,"LifeStance Health Group, Inc.",Health Services,2025-05-07,10.457516339869276,2599559119.10073,2025-02-27,109659816.19999999,-2.593659942363121,2294659.9,6.76,0.27892857142856986,7.185932491255397,7.687199999999998,-0.2816661083786114,-0.23458163965347628,6.782050000000001,8.295,8.295,8.61,6.645,8.61,6.62,4.64,6.645,-7.015130674002749,-1.313868613138684,-13.222079589216948,-1.313868613138684
MLTX,MoonLake Immunotherapeutics,Health Technology,2025-05-08,-22.522436509451968,2597288709.289008,2025-02-26,52779353.8675,-25.86332906997989,491738.3,40.575,1.7682500000001085,40.19322095273488,42.62670000000009,-0.8969544504605764,-1.352356769244062,46.78562500000004,43.41,56,58.26,36.52,58.26,36.52,36.52,36.52,-22.49283667621776,1.1340977068793754,-2.8376436781609082,1.1340977068793754
VSEC,VSE Corporation,Industrial Services,2025-04-30,51.788303528274525,2587856640.0757732,2025-02-26,18832541.919,52.7852104110922,262578,125.62,4.80453571428589,115.39643383459385,107.28659999999982,4.245193701369558,3.672513984977141,97.88732499999996,126.03,126.03,126.03,88.69,126.03,80.61,73.36,98.0263,27.662601626016258,4.370222665337326,6.008438818565405,4.370222665337326
RSI,"Rush Street Interactive, Inc.",Consumer Services,2025-04-30,76.36080870917574,2586199494.6624084,2025-02-26,86954380.24800001,3.941338221814846,1722187.4,11.34,0.6551714285714318,11.423220961608056,13.252,-0.7047809523342856,-0.8768874995167363,11.439949999999994,13.87,16.7761,16.7761,9.5423,16.7761,9.5423,5.71,9.5423,-16,3.467153284671524,-2.7444253859348224,3.467153284671524
VCYT,"Veracyte, Inc.",Health Technology,2025-05-13,53.94614670380686,2584648574.867378,2025-02-24,76835411.66160001,-1.6898903053661438,864802.8,33.16,1.536071428571411,33.311382284700024,38.38680000000004,-1.887871151899624,-2.309471142618326,33.62447500000001,40.31,47.3162,47.3162,30.09,47.3162,30.09,18.61,30.09,-19.3579766536965,4.211187932118153,-4.602991944764101,4.211187932118153
AZZ,AZZ Inc.,Process Industries,2025-04-18,7.044524370581678,2579130639.4137554,2025-01-07,29283151.536599997,4.592825981580231,364369.1,86.31,2.986535714285793,87.87892975640013,90.17579999999997,-2.2394940979870483,-1.6590129526096744,83.6764000000001,98.39,99.49,99.49,78.3844,99.49,74.56,69.5866,80.81,5.423231953096369,4.694323144104809,-10.196649672250544,4.694323144104809
PAR,PAR Technology Corporation,Electronic Technology,2025-05-08,53.32854406130269,2574843425.0769353,2025-02-28,39246015.1581,15.286280158444368,390294,64.03,2.517607142857223,62.87685014504111,67.14259999999999,-1.5416490205742477,-1.9542008451084567,60.91109999999995,69.97,77.55,82.24,58.375,82.24,49.39,37.74,58.375,-13.014536068468955,3.7091026886945238,-6.811235628001737,3.7091026886945238
BFH,"Bread Financial Holdings, Inc.",Finance,2025-04-24,37.117447031127405,2573421187.2444,2025-01-30,47747022.778000005,10.941798941798947,1079487.3,52.42,1.9607142857143387,51.228695347613076,57.01829999999995,-2.099652957208356,-2.7728358634365176,53.70462499999999,57.59,65.9,66.71,44.61,66.71,44.61,32.1,44.61,-16.04740550928891,4.840000000000003,-2.925925925925923,4.840000000000003
SYNA,Synaptics Incorporated,Electronic Technology,2025-05-01,-34.795643049865085,2556925073.8455544,2025-02-06,38337465.564600006,-10.750923266311037,428665.1,65.25,2.5065642857143047,65.86926869188952,72.45660000000002,-2.0541186370496973,-2.663915756427253,77.7669999999999,72.345,89.81,99.99,60.75,89.81,60.75,60.75,60.75,-16.217257318952228,1.7940717628705238,-1.3456304807983075,1.7940717628705238
QS,QuantumScape Corporation,Producer Manufacturing,2025-04-23,-20.477815699658706,2548595595.118943,2025-02-12,391212534.636,-18.81533101045296,8171683.7,4.66,0.17749999999999844,4.553763122408532,4.883399999999998,-0.12276137761529338,-0.17265091109558442,5.466399999999976,5.15,6.94,9.52,4.05,7.03,4.05,4.05,4.05,-10.211946050096344,2.643171806167403,-0.6396588486140777,2.643171806167403
RNG,"RingCentral, Inc.",Technology Services,2025-05-13,-21.962746733388933,2546575707.098513,2025-02-20,78844846.11240001,-7.876599934361663,2243622.2,28.07,0.7937357142856989,28.11129337233541,31.275199999999987,-1.2345907808940524,-1.5256149302041382,32.85784999999998,29.29,37.75,42.19,26.22,42.19,26.22,26.22,26.22,-24.684733029246047,4.349442379182163,-1.3356766256590475,4.349442379182163
GCMG,GCM Grosvenor Inc.,Finance,2025-05-13,49.443207126948764,2538352477.237809,2025-02-10,43381558.381,16.190476190476183,415900.4,13.42,0.26410714285714754,13.28738248707818,13.444299999999993,-0.07449570537823291,-0.11115898610663641,11.744274999999998,14.295,14.48,14.48,12.02,14.48,10.91,8.8801,12.48,10.634789777411369,0.6751687921980485,-4.957507082152969,0.6751687921980485
HCC,"Warrior Met Coal, Inc.",Energy Minerals,2025-04-30,-14.65013286093889,2531389089.5639873,2025-02-13,51257536.0974,-19.161073825503358,1094657.1,48.18,1.9353857142857436,48.62159847941289,51.036400000000015,-0.9617764993654561,-1.0944288787079977,59.92689999999997,52.9,58.105,75.53,44.62,75.15,44.62,44.62,44.62,-12.208454810495631,3.279742765273314,0.08309098462816608,3.279742765273314
ODD,ODDITY Tech Ltd.,Technology Services,2025-05-13,2.8817789879736853,2531254566.2396126,2025-02-25,,28.84342142654165,324664.7,45.34,2.1225928571428767,44.65806895250507,44.67599999999997,-0.0853171398118846,0.0105351383280851,41.72895000000003,48.2,49.19,51,40.32,51,37.465,30.34,40.63,0.934995547640253,4.662973222530017,-4.787904241915149,4.662973222530017
RLX,RLX Technology Inc.,Producer Manufacturing,2025-05-16,-1.960784313725492,2530487483,2025-03-14,885082615.6165379,14.285714285714286,10282629.9,2,0.12587142857142863,2.1733897273922786,2.248,-0.07521618403593822,-0.03683467118805191,1.89845,2.53,2.69,2.69,1.91,2.69,1.57,1.5,1.91,-0.990099009900991,0.5025125628140708,-19.678714859437758,0.5025125628140708
HP,"Helmerich & Payne, Inc.",Industrial Services,2025-04-23,-38.866202257987034,2529185513.6693544,2025-02-05,95431878.2796,-22.004290530186953,1492339.6,25.45,0.8499357142856958,25.842320509363276,28.997399999999956,-0.8635468767295009,-1.0847287167632744,32.93905000000001,28.14,37.3,44.11,23.8,37.4626,23.8,23.8,23.8,-16.53000983929157,2.620967741935478,-3.9984911354206045,2.620967741935478
HURN,Huron Consulting Group Inc.,Commercial Services,2025-05-06,48.88495206335975,2525596295.1673884,2025-02-25,17245223.581600003,30.941251947575847,252114.6,142.87,3.929681571428631,143.49212056178007,134.73639999999992,3.2368605905813013,4.265801435826955,116.47285000000005,153.8504,153.8504,153.8504,120.47,153.8504,102.945,84.26,122.97,18.42672413793104,1.4197487044793071,-6.290174471992656,1.4197487044793071
AIR,AAR Corp.,Electronic Technology,2025-03-27,12.546244169213443,2512948069.255262,2025-01-07,35010044.6217,6.369717239282453,266120.1,69.97,1.7989285714285757,66.6847139657169,67.00779999999999,0.8441160422876237,0.2985982967744988,65.87725000000002,70.07,72.65,76.34,59.1804,72.65,58.21,54.71,61.18,17.006688963210706,3.0030914176357895,7.613042140879735,3.0030914176357895
FORM,"FormFactor, Inc.",Electronic Technology,2025-04-30,-25.938644688644683,2509254533.637095,2025-02-05,76876782.9986,-26.510676965015904,755332.2,32.35,1.2976493571428804,32.89377298028319,36.615600000000015,-1.272661422761722,-1.5846911324462007,44.88940000000008,35.93,48.69,63.625,30.22,50.79,30.22,30.22,30.22,-29.932856833441626,3.985856637737069,-2.8528528528528403,3.985856637737069
CPRI,Capri Holdings Limited,Retail Trade,2025-05-28,-53.05672037077908,2507941282.870361,2025-02-05,114978875.31,-44.46475195822454,4272263.4,21.27,1.1063499999999955,21.074464183595985,22.411599999999904,-0.408550897784675,-0.47921917093381866,28.81804999999995,23.96,26.23,46.09,18.525,43.34,18.525,18.525,18.525,-0.6074766355140141,5.244928253339924,-3.230209281164699,5.244928253339924
VICR,Vicor Corporation,Electronic Technology,2025-04-29,46.01793248945146,2501752928.496085,2025-02-20,12007458.8295,41.322103113833585,243607.8,55.37,3.0821857142856572,54.71371393346815,53.50959999999999,-0.21005695484773668,0.12363828461824772,45.41562499999995,65.7,65.7,65.7,46.165,65.7,39.66,30.9,46.8601,11.38603902635284,3.225205070842649,-12.56908258329386,3.225205070842649
CALX,"Calix, Inc",Electronic Technology,2025-04-28,10.082547169811326,2490168838.567764,2025-01-29,59586087.988000005,-4.793472718001008,973070.6,37.34,1.5850000000000009,35.158509939959764,37.32060000000003,-0.5847183883301241,-1.1521006420479274,36.27259999999999,39.03,42.5,42.5,28.605,42.5,28.605,26.76,28.605,6.930126002290955,4.127161182375917,0.8643976229065378,4.127161182375917
BANC,"Banc of California, Inc.",Finance,2025-04-17,-3.0283080974325154,2483809971.755855,2025-01-23,138966488.865,-1.7999999999999972,3046960.2,14.73,0.4860714285714067,14.295668463993481,15.161999999999992,-0.28697811522383176,-0.4275973660338984,14.762600000000004,15.1,16.65,18.078,12.845,18.078,12.845,11.88,12.845,-5.151320025756593,4.542228530872964,-0.9414929388029508,4.542228530872964
JJSF,J & J Snack Foods Corp.,Consumer Non-Durables,2025-05-05,-11.13978794642858,2482863369.2512827,2025-02-03,15317719.1245,-24.927809535034473,148360.4,127.39,4.72869285714296,131.6654711114014,133.44679999999997,-1.4896504130396124,-0.7599921927584973,158.40867499999976,144.37,159.28,180.8,116.6001,180.8,116.6001,116.6001,126.19,-18.932162402952773,0.5366585115618395,-3.08125380401704,0.5366585115618395
CWK,Cushman & Wakefield plc,Finance,2025-05-01,5.31966813079551,2478752802.450192,2025-02-20,227031613.109,-20.192307692307697,2361274.3,10.79,0.39049999999999585,11.156561380557,12.290400000000002,-0.5373865322884885,-0.54981574420072,12.754350000000015,12.18,14.28,16.11,10.22,16.11,10.22,9.24,10.22,-18.872180451127832,3.352490421455936,-9.25147182506309,3.352490421455936
CLSK,"CleanSpark, Inc.",Technology Services,2025-05-07,-55.63966691900077,2468298705.9395156,2025-02-06,272177646.928,-9.194214876033064,29962229.5,8.79,0.7163071428571399,8.31900351800637,9.5407,-0.4407764277763988,-0.555187131975334,12.047924999999996,9.26,12.47,24.72,7.22,17.9699,7.22,7.22,7.22,-17.231638418079097,18.145161290322562,10.01251564455568,18.145161290322562
QDEL,QuidelOrtho Corporation,Health Technology,2025-04-30,-22.909628378378383,2462473505.4430833,2025-02-12,66254518.0055,-19.546055531070966,956197.5,36.51,1.5574999999999264,37.610562773511404,40.77980000000004,-1.597079515001134,-1.5231160355882276,40.55285000000002,42.205,49.45,49.45,33.59,49.45,33.59,29.735,33.59,-18.267293485560785,1.614249930420257,-8.702175543885982,1.614249930420257
NEXT,NextDecade Corporation,Energy Minerals,2025-05-28,71.14337568058076,2455972748.8925805,2025-02-28,164828905.39699998,93.23770491803279,1999266.8,9.43,0.5160428571428568,8.022681388811796,8.021299999999998,0.2859002293741275,0.018716982516290184,6.856875000000002,9.54,9.54,9.54,6.62,9.54,4.59,4.27,6.62,36.86502177068215,4.429678848283504,14.720194647201934,4.429678848283504
IOSP,Innospec Inc.,Process Industries,2025-04-30,-22.70546598505702,2453035210.166441,2025-02-18,24603475.161599997,-13.126491646778039,477143.8,98.28,2.5928571428566727,100.05991651271745,106.55140000000014,-2.4905532451346772,-2.7709020686190664,113.81135000000008,105.6,117.08,133.705,95.17,128.35,95.17,95.17,95.17,-9.99175748694935,2.364337048224139,-4.960835509138377,2.364337048224139
LBRT,Liberty Energy Inc.,Industrial Services,2025-04-16,-28.095238095238095,2451274979.9521527,2025-01-29,156413008.704,-26.449098879688265,4149014.1,15.1,0.5258642857142437,15.413578382356812,17.851800000000015,-0.8603418810552679,-0.9883341864954375,19.33269999999997,18.35,23.58,24.75,13.855,23.58,13.855,13.855,13.855,-18.55447680690399,3.2125768967874153,-12.565141864504922,3.2125768967874153
WRBY,Warby Parker Inc.,Retail Trade,2025-05-07,60.555555555555564,2444973707.033334,2025-02-27,95951883.67329,33.17972350230416,2915601.5,20.23,1.2275214285714462,21.11067094343234,24.09839999999999,-1.4930069170243847,-1.4223582133356218,19.410799999999988,25.38,28.68,28.68,17.53,28.68,14.8,11.66,17.53,-19.658459094519458,7.037037037037047,-18.196522442377677,7.037037037037047
AEO,"American Eagle Outfitters, Inc.",Retail Trade,2025-05-21,-50.48657065005838,2443534569.603961,2025-03-12,176362122.63,-37.79951100244498,9196888.4,12.72,0.5889285714285624,12.467033755626604,14.270600000000004,-0.6370083994943148,-0.8363236186017653,18.406650000000003,14.07,17.63,26.25,10.74,22.63,10.74,10.74,10.74,-24.15026833631484,4.950495049504963,-2.82658517952635,4.950495049504963
TTAM,Titan America SA,Non-Energy Minerals,2025-03-26,-18.51851851851852,2433584604,2024-11-27,23999937.619659998,-18.51851851851852,412862.4,13.2,0.6389642857142874,14.169329863030923,,-1.01160009616782,,,16.29,17.78,17.78,12.61,17.78,12.61,12.61,12.61,-18.51851851851852,1.6166281755196232,-15.923566878980894,1.6166281755196232
IBRX,"ImmunityBio, Inc.",Health Technology,2025-05-08,-54.03225806451613,2432310129.077491,2025-03-03,88781864.376,-19.9438202247191,4561849.5,2.85,0.16827142857143107,2.9272497798092814,3.067800000000005,-0.11006205067552344,-0.09912182195779862,4.189149999999998,3.51,4.27,10.53,2.28,7.48,2.28,2.28,2.68,5.555555555555552,5.16605166051661,-13.37386018237082,5.16605166051661
APGE,"Apogee Therapeutics, Inc.",Health Technology,2025-05-19,-39.61259795948543,2430110139.5712852,2025-03-03,36937568.691080004,-28.35087719298245,730557.7,40.84,2.6692857142857846,38.03696713826634,37.6296,1.0197715898465418,0.32417138376089,45.713474999999995,41.87,50.56,69.4,29.1,63.5,29.1,29.1,29.1,-13.290870488322712,2.51004016064257,29.898218829516544,2.51004016064257
LU,Lufax Holding Ltd,Finance,2025-04-28,-36.86440677966101,2429742869.685,2025-03-25,837973245.541305,21.13821138211382,4695254.5,2.98,0.13567142857143066,3.039033133384632,2.7867999999999995,0.07502884826700518,0.11005330701282387,2.670399999999998,3.379,3.379,4.9399,2.25,4.15,2.22,2,2.815,20.647773279352215,-0.9966777408637809,2.758620689655175,-0.9966777408637809
FA,First Advantage Corporation,Commercial Services,2025-05-07,-12.28070175438597,2429176494.3005185,2025-02-27,77981253.538,-28.205128205128204,1076677.9,14,0.5477857142857125,14.46584595827003,16.946899999999985,-1.0816796644865274,-1.2734681827428187,17.847525,19.16,20.275,20.79,12.55,20.79,12.55,12.55,12.55,-23.830250272034817,3.626943005181349,-6.417112299465246,3.626943005181349
WLY,"John Wiley & Sons, Inc.",Consumer Services,2025-06-12,20.042643923240924,2427358700.527453,2025-03-06,41855581.0647,-4.373673036093423,610114.9,45.04,1.4889285714286302,43.40083485428356,41.991200000000035,0.9899834877915268,0.8030421610250839,45.249,47.26,47.26,53.96,37.3,53.96,37.3,34.85,37.3,0.6480446927374283,1.3501350135013535,12.938816449348034,1.3501350135013535
TRN,"Trinity Industries, Inc.",Producer Manufacturing,2025-04-30,10.63829787234043,2424237466.9380527,2025-02-20,80742741.0482,-13.45985401459854,601234.6,29.64,0.6590214285714282,30.27274456611913,33.78920000000001,-1.1712207261910912,-1.435707136832567,33.696799999999996,31.63,39.83,39.83,28.65,39.83,28.65,25.89,28.65,-15.79545454545455,0.8849557522123948,-4.663879060791249,0.8849557522123948
FFBC,First Financial Bancorp.,Finance,2025-04-17,15.227272727272732,2418992109.10303,2025-01-23,93331535.3775,0.6751389992057256,447550.6,25.35,0.608928571428514,25.513628525946825,26.88179999999993,-0.6485619977955395,-0.7102349309152622,25.958674999999992,27.44,29.21,31.18,24.08,31.18,23.78,20.59,24.08,-6.869948567229969,2.42424242424243,-7.515505290040127,2.42424242424243
MRX,Marex Group plc,Technology Services,,76.2051282051282,2415194895.655606,,30610204.744394,47.97588285960379,418452.1,34.36,1.9648999999999859,34.24648536908442,35.020800000000015,-0.5212764768337621,-0.5171459523010652,27.32585,38.4762,40.0538,40.0538,30.4,40.0538,22.34,18.13,30.4,10.163513946777808,2.720478325859481,-6.222707423580789,2.720478325859481
FRME,First Merchants Corporation,Finance,2025-04-24,19.59420289855072,2415164267.3499002,2025-01-30,57634284.7368,11.604003245875031,399271.7,41.26,1.1053571428570734,41.20238555998168,41.99799999999998,-0.5820813387575612,-0.6192995565981958,38.96629999999998,44.33,45.62,46.13,37.23,46.13,35.13,30.55,38.795,1.85139471735374,2.5347912524850793,-5.799086757990866,2.5347912524850793
